date,close,high,low,open,volume,stock_name,ticker,daily_return_pct,price_range
2022-01-03,1093.78,1095.65,1075.44,1076.1,5421611,Reliance,RELIANCE.NS,,20.2
2022-01-04,1118.47,1119.78,1093.85,1099.26,10847728,Reliance,RELIANCE.NS,2.26,25.94
2022-01-05,1123.7,1127.06,1107.02,1120.24,11643813,Reliance,RELIANCE.NS,0.47,20.04
2022-01-06,1099.54,1116.6,1096.12,1115.33,14447422,Reliance,RELIANCE.NS,-2.15,20.48
2022-01-07,1108.41,1118.44,1097.28,1106.11,13112115,Reliance,RELIANCE.NS,0.81,21.16
2022-01-10,1109.32,1117.96,1099.33,1115.69,9246731,Reliance,RELIANCE.NS,0.08,18.63
2022-01-11,1117.3,1126.13,1107.95,1108.41,16205164,Reliance,RELIANCE.NS,0.72,18.18
2022-01-12,1147.13,1148.88,1121.6,1124.47,14800442,Reliance,RELIANCE.NS,2.67,27.28
2022-01-13,1153.59,1156.19,1141.35,1147.2,11856712,Reliance,RELIANCE.NS,0.56,14.83
2022-01-14,1155.28,1168.15,1149.29,1153.46,19930176,Reliance,RELIANCE.NS,0.15,18.86
2022-01-17,1161.3,1167.11,1154.37,1154.82,8036453,Reliance,RELIANCE.NS,0.52,12.74
2022-01-18,1147.45,1165.9,1144.7,1162.44,6215029,Reliance,RELIANCE.NS,-1.19,21.2
2022-01-19,1147.36,1156.64,1141.63,1151.18,9755485,Reliance,RELIANCE.NS,-0.01,15.02
2022-01-20,1127.27,1142.06,1117.05,1137.55,16494486,Reliance,RELIANCE.NS,-1.75,25.0
2022-01-21,1127.45,1138.55,1115.69,1115.69,13338594,Reliance,RELIANCE.NS,0.02,22.86
2022-01-24,1081.97,1139.69,1071.6,1126.15,21868937,Reliance,RELIANCE.NS,-4.03,68.09
2022-01-25,1079.86,1086.86,1048.8,1069.07,24510205,Reliance,RELIANCE.NS,-0.2,38.06
2022-01-27,1063.86,1072.05,1051.56,1062.91,20020431,Reliance,RELIANCE.NS,-1.48,20.5
2022-01-28,1062.84,1081.06,1059.45,1076.1,14667727,Reliance,RELIANCE.NS,-0.1,21.61
2022-01-31,1085.93,1094.94,1072.1,1073.92,12143683,Reliance,RELIANCE.NS,2.17,22.84
2022-02-01,1082.34,1101.4,1067.96,1095.67,13200509,Reliance,RELIANCE.NS,-0.33,33.44
2022-02-02,1084.54,1095.21,1080.7,1095.21,10017691,Reliance,RELIANCE.NS,0.2,14.51
2022-02-03,1070.53,1092.69,1068.0,1088.39,9572839,Reliance,RELIANCE.NS,-1.29,24.68
2022-02-04,1060.77,1068.57,1056.13,1065.18,11061241,Reliance,RELIANCE.NS,-0.91,12.44
2022-02-07,1054.31,1072.37,1048.8,1065.64,10714467,Reliance,RELIANCE.NS,-0.61,23.57
2022-02-08,1072.03,1073.83,1051.08,1060.47,12060849,Reliance,RELIANCE.NS,1.68,22.75
2022-02-09,1084.52,1086.2,1072.92,1078.9,11486225,Reliance,RELIANCE.NS,1.17,13.29
2022-02-10,1083.41,1090.07,1076.15,1090.07,12464491,Reliance,RELIANCE.NS,-0.1,13.92
2022-02-11,1081.29,1084.98,1066.59,1079.86,15943370,Reliance,RELIANCE.NS,-0.2,18.38
2022-02-14,1064.07,1071.53,1052.44,1064.84,10719633,Reliance,RELIANCE.NS,-1.59,19.09
2022-02-15,1100.2,1102.9,1062.77,1069.82,11212671,Reliance,RELIANCE.NS,3.4,40.13
2022-02-16,1097.92,1107.04,1090.19,1105.68,10392840,Reliance,RELIANCE.NS,-0.21,16.86
2022-02-17,1111.82,1117.01,1096.58,1101.17,12853252,Reliance,RELIANCE.NS,1.27,20.43
2022-02-18,1103.13,1117.69,1101.2,1112.23,6775458,Reliance,RELIANCE.NS,-0.78,16.49
2022-02-21,1091.98,1109.09,1085.02,1097.49,11107193,Reliance,RELIANCE.NS,-1.01,24.07
2022-02-22,1087.02,1090.16,1067.98,1070.6,13494914,Reliance,RELIANCE.NS,-0.45,22.18
2022-02-23,1080.22,1095.01,1077.47,1092.53,7310110,Reliance,RELIANCE.NS,-0.63,17.54
2022-02-24,1026.39,1064.68,1020.77,1048.8,24846650,Reliance,RELIANCE.NS,-4.98,43.91
2022-02-25,1039.22,1050.14,1035.72,1037.47,14570089,Reliance,RELIANCE.NS,1.25,14.42
2022-02-28,1073.62,1077.17,1020.59,1020.59,21297446,Reliance,RELIANCE.NS,3.31,56.58
2022-03-02,1091.37,1092.48,1059.81,1062.2,21471786,Reliance,RELIANCE.NS,1.65,32.67
2022-03-03,1082.16,1098.79,1078.4,1092.03,10186748,Reliance,RELIANCE.NS,-0.84,20.38
2022-03-04,1058.15,1075.78,1055.79,1070.64,10805667,Reliance,RELIANCE.NS,-2.22,20.0
2022-03-07,1019.02,1052.03,1011.04,1036.84,17983310,Reliance,RELIANCE.NS,-3.7,41.0
2022-03-08,1017.18,1021.96,991.93,1006.26,21289374,Reliance,RELIANCE.NS,-0.18,30.03
2022-03-09,1071.14,1077.01,1016.56,1017.41,20414228,Reliance,RELIANCE.NS,5.31,60.45
2022-03-10,1088.5,1094.3,1073.83,1092.03,17980493,Reliance,RELIANCE.NS,1.62,20.48
2022-03-11,1091.64,1097.03,1081.13,1081.13,12257423,Reliance,RELIANCE.NS,0.29,15.9
2022-03-14,1100.61,1103.13,1080.2,1086.07,8340678,Reliance,RELIANCE.NS,0.82,22.93
2022-03-15,1075.4,1104.75,1065.11,1104.75,15925769,Reliance,RELIANCE.NS,-2.29,39.63
2022-03-16,1093.55,1095.62,1081.61,1083.84,11149828,Reliance,RELIANCE.NS,1.69,14.01
2022-03-17,1129.2,1136.35,1098.9,1106.93,21422098,Reliance,RELIANCE.NS,3.26,37.45
2022-03-21,1122.7,1130.25,1109.77,1112.05,11999466,Reliance,RELIANCE.NS,-0.58,20.48
2022-03-22,1151.7,1153.43,1116.42,1119.38,22557065,Reliance,RELIANCE.NS,2.58,37.02
2022-03-23,1155.37,1167.04,1148.0,1148.0,15462187,Reliance,RELIANCE.NS,0.32,19.04
2022-03-24,1173.32,1175.82,1142.08,1142.08,13168266,Reliance,RELIANCE.NS,1.55,33.74
2022-03-25,1181.14,1190.31,1172.57,1175.07,14222488,Reliance,RELIANCE.NS,0.67,17.75
2022-03-28,1193.02,1196.57,1176.89,1187.58,9891424,Reliance,RELIANCE.NS,1.01,19.68
2022-03-29,1193.29,1200.32,1186.4,1200.32,8684065,Reliance,RELIANCE.NS,0.02,13.92
2022-03-30,1216.22,1223.07,1190.81,1201.19,15811550,Reliance,RELIANCE.NS,1.92,32.26
2022-03-31,1198.84,1214.75,1196.04,1212.58,13223718,Reliance,RELIANCE.NS,-1.43,18.7
2022-04-01,1208.44,1212.68,1193.04,1199.41,7922880,Reliance,RELIANCE.NS,0.8,19.63
2022-04-04,1212.02,1217.16,1201.98,1208.26,7929162,Reliance,RELIANCE.NS,0.3,15.17
2022-04-05,1194.88,1214.84,1192.45,1206.28,13149870,Reliance,RELIANCE.NS,-1.41,22.39
2022-04-06,1191.7,1198.73,1177.16,1177.16,12257215,Reliance,RELIANCE.NS,-0.27,21.57
2022-04-07,1170.68,1185.76,1168.02,1180.8,15496499,Reliance,RELIANCE.NS,-1.76,17.75
2022-04-08,1190.15,1194.41,1164.83,1164.83,15152495,Reliance,RELIANCE.NS,1.66,29.58
2022-04-11,1187.67,1200.57,1175.3,1183.03,9254209,Reliance,RELIANCE.NS,-0.21,25.28
2022-04-12,1165.31,1184.21,1162.74,1177.12,13217742,Reliance,RELIANCE.NS,-1.88,21.48
2022-04-13,1161.03,1179.66,1158.23,1171.43,10354235,Reliance,RELIANCE.NS,-0.37,21.43
2022-04-18,1157.48,1164.74,1147.45,1152.55,9974224,Reliance,RELIANCE.NS,-0.31,17.29
2022-04-19,1201.6,1213.97,1160.76,1163.92,26141820,Reliance,RELIANCE.NS,3.81,53.21
2022-04-20,1236.93,1244.0,1205.37,1209.01,25072240,Reliance,RELIANCE.NS,2.94,38.63
2022-04-21,1265.89,1269.03,1243.09,1251.69,21708633,Reliance,RELIANCE.NS,2.34,25.94
2022-04-22,1255.29,1274.94,1248.64,1255.33,15054154,Reliance,RELIANCE.NS,-0.84,26.3
2022-04-25,1226.26,1255.11,1211.99,1247.83,17063215,Reliance,RELIANCE.NS,-2.31,43.11
2022-04-26,1262.95,1271.76,1232.04,1233.08,12227666,Reliance,RELIANCE.NS,2.99,39.72
2022-04-27,1264.18,1286.77,1253.58,1253.94,19338945,Reliance,RELIANCE.NS,0.1,33.19
2022-04-28,1283.07,1297.24,1267.71,1278.56,25614076,Reliance,RELIANCE.NS,1.49,29.53
2022-04-29,1269.6,1299.58,1263.7,1299.58,18214862,Reliance,RELIANCE.NS,-1.05,35.88
2022-05-02,1265.14,1276.54,1254.95,1256.74,9467006,Reliance,RELIANCE.NS,-0.35,21.59
2022-05-04,1225.64,1269.48,1217.75,1267.21,19247660,Reliance,RELIANCE.NS,-3.12,51.73
2022-05-05,1201.64,1242.18,1197.59,1239.23,17210669,Reliance,RELIANCE.NS,-1.96,44.59
2022-05-06,1192.43,1209.88,1180.1,1188.58,19649948,Reliance,RELIANCE.NS,-0.77,29.78
2022-05-09,1145.86,1181.71,1140.72,1171.63,18083752,Reliance,RELIANCE.NS,-3.91,41.0
2022-05-10,1126.0,1149.63,1118.42,1135.26,19511677,Reliance,RELIANCE.NS,-1.73,31.21
2022-05-11,1114.46,1130.68,1102.02,1125.09,16643899,Reliance,RELIANCE.NS,-1.02,28.67
2022-05-12,1091.76,1107.89,1078.38,1104.54,20490321,Reliance,RELIANCE.NS,-2.04,29.51
2022-05-13,1104.13,1127.52,1099.01,1103.86,19308778,Reliance,RELIANCE.NS,1.13,28.51
2022-05-16,1104.41,1128.88,1099.6,1107.7,13437911,Reliance,RELIANCE.NS,0.02,29.28
2022-05-17,1150.79,1155.69,1106.59,1108.0,16551828,Reliance,RELIANCE.NS,4.2,49.1
2022-05-18,1154.98,1169.38,1141.28,1155.57,17276788,Reliance,RELIANCE.NS,0.36,28.1
2022-05-19,1128.36,1143.22,1122.08,1130.25,14699118,Reliance,RELIANCE.NS,-2.3,21.14
2022-05-20,1194.16,1203.23,1138.44,1143.22,21793091,Reliance,RELIANCE.NS,5.83,64.79
2022-05-23,1186.17,1207.4,1179.85,1197.36,15252755,Reliance,RELIANCE.NS,-0.67,27.55
2022-05-24,1190.24,1200.32,1181.98,1186.22,13527818,Reliance,RELIANCE.NS,0.34,18.34
2022-05-25,1188.49,1208.83,1183.71,1198.96,12714544,Reliance,RELIANCE.NS,-0.15,25.12
2022-05-26,1177.16,1198.91,1159.37,1194.13,17882023,Reliance,RELIANCE.NS,-0.95,39.54
2022-05-27,1171.7,1185.37,1155.78,1179.87,16521973,Reliance,RELIANCE.NS,-0.46,29.6
2022-05-30,1212.52,1216.7,1180.39,1189.86,13853398,Reliance,RELIANCE.NS,3.48,36.31
2022-05-31,1197.89,1218.89,1190.18,1201.87,70620653,Reliance,RELIANCE.NS,-1.21,28.71
2022-06-01,1198.27,1208.15,1190.4,1198.64,9776989,Reliance,RELIANCE.NS,0.03,17.75
2022-06-02,1239.59,1243.3,1198.5,1198.5,22126569,Reliance,RELIANCE.NS,3.45,44.8
2022-06-03,1264.71,1281.93,1247.64,1248.55,23939791,Reliance,RELIANCE.NS,2.03,34.29
2022-06-06,1259.27,1280.4,1252.1,1264.93,11093152,Reliance,RELIANCE.NS,-0.43,28.3
2022-06-07,1261.63,1269.98,1252.22,1260.34,12358255,Reliance,RELIANCE.NS,0.19,17.77
2022-06-08,1239.48,1265.39,1235.95,1261.63,12479250,Reliance,RELIANCE.NS,-1.76,29.44
2022-06-09,1273.46,1275.4,1233.08,1233.08,17278305,Reliance,RELIANCE.NS,2.74,42.32
2022-06-10,1235.02,1269.44,1229.22,1261.25,18093057,Reliance,RELIANCE.NS,-3.02,40.22
2022-06-13,1211.65,1216.16,1190.45,1205.78,17620803,Reliance,RELIANCE.NS,-1.89,25.71
2022-06-14,1195.82,1215.72,1189.15,1205.8,14714312,Reliance,RELIANCE.NS,-1.31,26.57
2022-06-15,1181.35,1200.0,1175.93,1191.02,11195535,Reliance,RELIANCE.NS,-1.21,24.07
2022-06-16,1164.83,1209.9,1162.1,1193.5,17111475,Reliance,RELIANCE.NS,-1.4,47.8
2022-06-17,1178.48,1194.34,1163.06,1164.83,24457187,Reliance,RELIANCE.NS,1.17,31.28
